"","year","ln_alpha","region","pfma","brood_yr","sst","sst.anom","stock.id","period"
"506",2024,NA,"Central Coast (South)",NA,NA,13.0691003799438,0.662276649475101,1,"summer"
"507",2023,NA,"Haida Gwaii",NA,NA,12.8180947113037,0.973616681020767,2,"summer"
"508",2024,NA,"Haida Gwaii",NA,NA,12.492954826355,0.648476796072032,2,"summer"
"509",2023,NA,"Hecate Lowlands",NA,NA,13.2605169296265,1.03218307912023,3,"summer"
"510",2024,NA,"Hecate Lowlands",NA,NA,12.8925823847453,0.664248534239048,3,"summer"
"511",2023,NA,"Inner Waters",NA,NA,13.2605169296265,1.03218307912023,4,"summer"
"512",2024,NA,"Inner Waters",NA,NA,12.8925823847453,0.664248534239048,4,"summer"
"513",2023,NA,"Nass",NA,NA,12.4455408096313,0.90462652425297,5,"summer"
"514",2024,NA,"Nass",NA,NA,12.1568648020426,0.615950516664253,5,"summer"
"515",2023,NA,"Skeena",NA,NA,12.6831383705139,0.955452135742695,6,"summer"
"516",2024,NA,"Skeena",NA,NA,12.3685777664185,0.640891531647221,6,"summer"
